Bus_ID,Route_Name,Distance_km,Traffic_Density,Weather,Is_Peak_Hour,Actual_Travel_Time,Is_Late
SRT-B-1820,T Nagar to Velachery (Chennai),0.43,2.0,Sunny,0,9.43,0
SRT-B-1821,Banjara Hills to Ameerpet (Hyderabad),2.12,8.0,Cloudy,0,39.07,0
SRT-B-1822,Station to Adajan (Surat),,1.0,Sunny,1,16.83,0
SRT-B-1823,Vesu to Varachha (Surat),3.64,5.0,Sunny,0,32.13,0
SRT-B-1824,Udhna to Pal (Surat),8.37,5.0,Sunny,0,47.9,0
SRT-B-1825,Rander to Piplod (Surat),3.66,8.0,,1,54.2,0
SRT-B-1826,Shivaji Nagar to Hinjewadi (Pune),7.85,5.0,Rainy,1,68.17,1
SRT-B-1827,Navrangpura to Maninagar (Ahmedabad),5.13,9.0,Sunny,0,53.1,0
SRT-B-1828,Alambagh to Charbagh (Lucknow),6.61,10.0,Sunny,0,62.03,1
SRT-B-1829,Patna Junction to Kankarbagh (Patna),4.07,3.0,Sunny,0,25.57,0
SRT-B-1830,Sector 17 to Mohali (Chandigarh),0.82,5.0,Sunny,1,32.73,0
SRT-B-1831,Connaught Place to Karol Bagh (Delhi),3.03,9.0,Rainy,1,68.1,1
SRT-B-1832,Andheri East to Andheri West (Mumbai),0.8,1.0,Rainy,0,18.67,0
SRT-B-1833,Salt Lake to Esplanade (Kolkata),2.37,2.0,Sunny,1,25.9,0
SRT-B-1834,MG Road to Whitefield (Bengaluru),1.2,4.0,Sunny,0,20.0,0
SRT-B-1835,T Nagar to Velachery (Chennai),6.22,1.0,Cloudy,0,24.73,0
SRT-B-1836,Banjara Hills to Ameerpet (Hyderabad),8.6,2.0,Sunny,0,36.67,0
SRT-B-1837,Station to Adajan (Surat),7.65,1.0,Rainy,0,41.5,0
SRT-B-1838,Vesu to Varachha (Surat),1.37,10.0,Cloudy,0,-20.0,0
SRT-B-1839,Udhna to Pal (Surat),3.95,6.0,Sunny,0,185.85000000000002,1
SRT-B-1840,Rander to Piplod (Surat),,,Rainy,0,40.2,0
SRT-B-1841,Shivaji Nagar to Hinjewadi (Pune),2.07,4.0,Rainy,0,34.9,0
SRT-B-1842,Navrangpura to Maninagar (Ahmedabad),3.2,9.0,Sunny,0,46.67,0
SRT-B-1843,Alambagh to Charbagh (Lucknow),4.45,6.0,Sunny,1,48.83,0
SRT-B-1844,Patna Junction to Kankarbagh (Patna),2.47,6.0,Cloudy,0,32.23,0
SRT-B-1845,Sector 17 to Mohali (Chandigarh),8.11,9.0,Cloudy,1,73.03,1
SRT-B-1846,Connaught Place to Karol Bagh (Delhi),7.46,1.0,Sunny,0,28.87,0
SRT-B-1847,Andheri East to Andheri West (Mumbai),7.55,7.0,Cloudy,0,53.17,0
SRT-B-1848,Salt Lake to Esplanade (Kolkata),,5.0,Sunny,1,41.27,0
SRT-B-1849,MG Road to Whitefield (Bengaluru),2.54,9.0,Rainy,0,56.47,0
SRT-B-1850,T Nagar to Velachery (Chennai),2.05,7.0,Sunny,0,34.83,0
SRT-B-1851,Banjara Hills to Ameerpet (Hyderabad),8.16,3.0,Rainy,0,51.2,0
SRT-B-1852,Station to Adajan (Surat),6.76,2.0,Foggy,1,48.53,0
SRT-B-1853,Vesu to Varachha (Surat),5.59,4.0,,0,34.63,0
SRT-B-1854,Udhna to Pal (Surat),6.13,10.0,Sunny,1,70.43,1
SRT-B-1855,Rander to Piplod (Surat),4.31,2.0,Foggy,0,30.37,0
SRT-B-1856,Shivaji Nagar to Hinjewadi (Pune),7.82,9.0,Rainy,0,74.07,1
SRT-B-1857,Navrangpura to Maninagar (Ahmedabad),,2.0,Foggy,0,35.87,0
SRT-B-1858,Alambagh to Charbagh (Lucknow),6.67,1.0,Rainy,0,38.23,0
SRT-B-1859,Patna Junction to Kankarbagh (Patna),4.25,5.0,Cloudy,1,44.17,0
SRT-B-1860,Sector 17 to Mohali (Chandigarh),4.56,6.0,Cloudy,1,49.2,0
SRT-B-1861,Connaught Place to Karol Bagh (Delhi),4.31,1.0,Sunny,0,18.37,0
SRT-B-1862,Andheri East to Andheri West (Mumbai),0.53,8.0,Cloudy,0,33.77,0
SRT-B-1863,Salt Lake to Esplanade (Kolkata),3.74,,Sunny,0,20.47,0
SRT-B-1864,MG Road to Whitefield (Bengaluru),3.54,7.0,Cloudy,0,39.8,0
SRT-B-1865,T Nagar to Velachery (Chennai),4.73,1.0,Sunny,1,29.77,0
SRT-B-1866,Banjara Hills to Ameerpet (Hyderabad),7.92,,Rainy,0,78.4,1
SRT-B-1867,Station to Adajan (Surat),6.98,2.0,Cloudy,0,31.27,0
SRT-B-1868,Vesu to Varachha (Surat),6.02,6.0,Sunny,0,44.07,0
SRT-B-1869,Udhna to Pal (Surat),1.18,4.0,Rainy,0,31.93,0
SRT-B-1870,Rander to Piplod (Surat),0.77,10.0,Cloudy,1,52.57,0
SRT-B-1871,Shivaji Nagar to Hinjewadi (Pune),0.78,6.0,Sunny,1,36.6,0
SRT-B-1872,Navrangpura to Maninagar (Ahmedabad),3.17,7.0,Cloudy,0,38.57,0
SRT-B-1873,Alambagh to Charbagh (Lucknow),0.98,10.0,Cloudy,0,43.27,0
SRT-B-1874,Patna Junction to Kankarbagh (Patna),8.74,5.0,Foggy,0,57.13,0
SRT-B-1875,Sector 17 to Mohali (Chandigarh),2.04,4.0,Rainy,0,34.8,0
SRT-B-1876,Connaught Place to Karol Bagh (Delhi),,7.0,Cloudy,0,38.7,0
SRT-B-1877,Andheri East to Andheri West (Mumbai),8.2,8.0,Cloudy,1,69.33,1
SRT-B-1878,Salt Lake to Esplanade (Kolkata),3.93,1.0,Sunny,0,17.1,0
SRT-B-1879,MG Road to Whitefield (Bengaluru),3.19,2.0,Sunny,0,18.63,0
SRT-B-1880,T Nagar to Velachery (Chennai),6.17,7.0,,0,60.57,1
SRT-B-1881,Banjara Hills to Ameerpet (Hyderabad),8.29,9.0,Foggy,1,81.63,1
SRT-B-1882,Station to Adajan (Surat),7.06,3.0,Sunny,1,45.53,0
SRT-B-1883,Vesu to Varachha (Surat),2.68,9.0,Rainy,1,66.93,1
SRT-B-1884,Udhna to Pal (Surat),45.0,5.0,Cloudy,1,37.6,0
SRT-B-1885,Rander to Piplod (Surat),,5.0,Rainy,0,36.3,0
SRT-B-1886,Shivaji Nagar to Hinjewadi (Pune),7.48,6.0,Sunny,0,48.93,0
SRT-B-1887,Navrangpura to Maninagar (Ahmedabad),6.68,10.0,Rainy,0,74.27,1
SRT-B-1888,Alambagh to Charbagh (Lucknow),,5.0,Rainy,0,45.9,0
SRT-B-1889,Patna Junction to Kankarbagh (Patna),2.66,8.0,Foggy,1,58.87,0
SRT-B-1890,Sector 17 to Mohali (Chandigarh),,5.0,Rainy,0,43.27,0
SRT-B-1891,Connaught Place to Karol Bagh (Delhi),4.49,8.0,Cloudy,0,46.97,0
SRT-B-1892,Andheri East to Andheri West (Mumbai),3.19,4.0,Sunny,1,36.63,0
SRT-B-1893,Salt Lake to Esplanade (Kolkata),7.03,10.0,Cloudy,0,63.43,1
SRT-B-1894,MG Road to Whitefield (Bengaluru),1.91,9.0,Cloudy,1,52.37,0
SRT-B-1895,T Nagar to Velachery (Chennai),5.22,9.0,Rainy,1,75.4,1
SRT-B-1896,Banjara Hills to Ameerpet (Hyderabad),7.36,3.0,Cloudy,0,36.53,0
SRT-B-1897,Station to Adajan (Surat),6.99,8.0,Sunny,1,65.3,1
SRT-B-1898,Vesu to Varachha (Surat),5.87,7.0,Cloudy,0,47.57,0
SRT-B-1899,Udhna to Pal (Surat),8.43,5.0,Sunny,0,48.1,0
SRT-B-1900,Rander to Piplod (Surat),3.7,10.0,Foggy,1,70.33,1
SRT-B-1901,Shivaji Nagar to Hinjewadi (Pune),7.9,8.0,Rainy,1,80.33,1
SRT-B-1902,Navrangpura to Maninagar (Ahmedabad),1.29,5.0,Rainy,1,46.3,0
SRT-B-1903,Alambagh to Charbagh (Lucknow),8.25,9.0,Foggy,0,71.5,1
SRT-B-1904,Patna Junction to Kankarbagh (Patna),5.05,10.0,Rainy,1,78.83,1
SRT-B-1905,Sector 17 to Mohali (Chandigarh),7.79,4.0,Cloudy,0,41.97,0
SRT-B-1906,Connaught Place to Karol Bagh (Delhi),5.23,1.0,Sunny,0,21.43,0
SRT-B-1907,Andheri East to Andheri West (Mumbai),5.08,9.0,Cloudy,1,62.93,1
SRT-B-1908,Salt Lake to Esplanade (Kolkata),6.09,2.0,Rainy,1,50.3,0
SRT-B-1909,MG Road to Whitefield (Bengaluru),1.43,2.0,Cloudy,1,22.77,0
SRT-B-1910,T Nagar to Velachery (Chennai),0.88,7.0,Rainy,0,42.93,0
SRT-B-1911,Banjara Hills to Ameerpet (Hyderabad),,9.0,Foggy,0,68.63,1
SRT-B-1912,Station to Adajan (Surat),8.17,,Sunny,0,67.23,1
SRT-B-1913,Vesu to Varachha (Surat),8.85,10.0,Rainy,0,81.5,1
SRT-B-1914,Udhna to Pal (Surat),2.6,6.0,Rainy,0,44.67,0
SRT-B-1915,Rander to Piplod (Surat),3.21,6.0,Sunny,0,34.7,0
SRT-B-1916,Shivaji Nagar to Hinjewadi (Pune),4.25,10.0,,1,64.17,1
SRT-B-1917,Navrangpura to Maninagar (Ahmedabad),5.92,7.0,Sunny,0,47.73,0
SRT-B-1918,Alambagh to Charbagh (Lucknow),6.07,5.0,Sunny,1,50.23,0
SRT-B-1919,Patna Junction to Kankarbagh (Patna),5.61,6.0,Sunny,0,42.7,0
SRT-B-1920,Sector 17 to Mohali (Chandigarh),7.98,5.0,Sunny,0,46.6,0
SRT-B-1921,Connaught Place to Karol Bagh (Delhi),,8.0,Foggy,0,56.97,0
SRT-B-1922,Andheri East to Andheri West (Mumbai),3.33,8.0,Sunny,0,43.1,0
SRT-B-1923,Salt Lake to Esplanade (Kolkata),4.64,10.0,,0,63.47,1
SRT-B-1924,MG Road to Whitefield (Bengaluru),4.59,2.0,Cloudy,0,23.3,0
SRT-B-1925,T Nagar to Velachery (Chennai),4.1,4.0,Sunny,1,39.67,0
SRT-B-1926,Banjara Hills to Ameerpet (Hyderabad),1.02,2.0,Rainy,0,23.4,0
SRT-B-1927,Station to Adajan (Surat),7.19,2.0,Sunny,0,31.97,0
SRT-B-1928,Vesu to Varachha (Surat),7.03,7.0,Sunny,1,307.15,1
SRT-B-1929,Udhna to Pal (Surat),8.76,2.0,Sunny,1,47.2,0
SRT-B-1930,Rander to Piplod (Surat),2.52,1.0,Cloudy,0,12.4,0
SRT-B-1931,Shivaji Nagar to Hinjewadi (Pune),2.19,3.0,Sunny,0,19.3,0
SRT-B-1932,Navrangpura to Maninagar (Ahmedabad),6.75,9.0,Sunny,0,58.5,0
SRT-B-1933,Alambagh to Charbagh (Lucknow),1.09,5.0,Sunny,0,23.63,0
SRT-B-1934,Patna Junction to Kankarbagh (Patna),2.71,,Foggy,0,45.03,0
SRT-B-1935,Sector 17 to Mohali (Chandigarh),45.0,6.0,Cloudy,0,39.93,0
SRT-B-1936,Connaught Place to Karol Bagh (Delhi),4.81,3.0,Cloudy,0,28.03,0
SRT-B-1937,Andheri East to Andheri West (Mumbai),6.48,3.0,Cloudy,1,43.6,0
SRT-B-1938,Salt Lake to Esplanade (Kolkata),0.52,5.0,Sunny,1,31.73,0
SRT-B-1939,MG Road to Whitefield (Bengaluru),8.87,10.0,Sunny,1,79.57,1
SRT-B-1940,T Nagar to Velachery (Chennai),6.46,1.0,Cloudy,0,25.53,0
SRT-B-1941,Banjara Hills to Ameerpet (Hyderabad),2.07,8.0,Sunny,0,38.9,0
SRT-B-1942,Station to Adajan (Surat),5.38,2.0,Cloudy,0,25.93,0
SRT-B-1943,Vesu to Varachha (Surat),4.03,,Sunny,0,49.43,0
SRT-B-1944,Udhna to Pal (Surat),3.52,3.0,Cloudy,1,33.73,0
SRT-B-1945,Rander to Piplod (Surat),4.72,6.0,Foggy,0,47.73,0
SRT-B-1946,Shivaji Nagar to Hinjewadi (Pune),6.31,1.0,Rainy,0,37.03,0
SRT-B-1947,Navrangpura to Maninagar (Ahmedabad),3.4,7.0,Cloudy,0,39.33,0
SRT-B-1948,Alambagh to Charbagh (Lucknow),7.37,5.0,Sunny,0,44.57,0
SRT-B-1949,Patna Junction to Kankarbagh (Patna),8.1,6.0,Cloudy,0,51.0,0
SRT-B-1950,Sector 17 to Mohali (Chandigarh),5.78,7.0,Cloudy,0,47.27,0
SRT-B-1951,Connaught Place to Karol Bagh (Delhi),5.43,4.0,Cloudy,0,34.1,0
SRT-B-1952,Andheri East to Andheri West (Mumbai),1.01,7.0,Sunny,0,31.37,0
SRT-B-1953,Salt Lake to Esplanade (Kolkata),2.59,5.0,Sunny,1,38.63,0
SRT-B-1954,MG Road to Whitefield (Bengaluru),7.83,3.0,Sunny,0,38.1,0
SRT-B-1955,T Nagar to Velachery (Chennai),6.54,8.0,Sunny,0,53.8,0
SRT-B-1956,Banjara Hills to Ameerpet (Hyderabad),6.02,4.0,Cloudy,0,36.07,0
SRT-B-1957,Station to Adajan (Surat),,3.0,Sunny,1,26.23,0
SRT-B-1958,Vesu to Varachha (Surat),6.45,1.0,Cloudy,0,25.5,0
SRT-B-1959,Udhna to Pal (Surat),2.21,1.0,Rainy,0,23.37,0
SRT-B-1960,Rander to Piplod (Surat),2.36,1.0,,1,21.87,0
SRT-B-1961,Shivaji Nagar to Hinjewadi (Pune),7.07,1.0,Sunny,1,37.57,0
SRT-B-1962,Navrangpura to Maninagar (Ahmedabad),3.32,3.0,Rainy,1,45.07,0
SRT-B-1963,Alambagh to Charbagh (Lucknow),1.85,5.0,Sunny,0,26.17,0
SRT-B-1964,Patna Junction to Kankarbagh (Patna),4.16,3.0,Cloudy,0,25.87,0
SRT-B-1965,Sector 17 to Mohali (Chandigarh),1.21,7.0,Cloudy,0,32.03,0
SRT-B-1966,Connaught Place to Karol Bagh (Delhi),2.34,3.0,Foggy,1,37.8,0
SRT-B-1967,Andheri East to Andheri West (Mumbai),5.65,1.0,Sunny,1,32.83,0
SRT-B-1968,Salt Lake to Esplanade (Kolkata),6.0,6.0,Cloudy,0,44.0,0
SRT-B-1969,MG Road to Whitefield (Bengaluru),3.29,9.0,Cloudy,1,56.97,0
SRT-B-1970,T Nagar to Velachery (Chennai),7.74,8.0,Sunny,1,67.8,1
SRT-B-1971,Banjara Hills to Ameerpet (Hyderabad),4.24,2.0,Sunny,1,32.13,0
SRT-B-1972,Station to Adajan (Surat),1.1,1.0,Rainy,1,29.67,0
SRT-B-1973,Vesu to Varachha (Surat),8.64,7.0,Sunny,0,56.8,0
SRT-B-1974,Udhna to Pal (Surat),3.3,2.0,Sunny,1,29.0,0
SRT-B-1975,Rander to Piplod (Surat),4.73,,Sunny,1,29.77,0
SRT-B-1976,Shivaji Nagar to Hinjewadi (Pune),5.07,2.0,Foggy,0,32.9,0
SRT-B-1977,Navrangpura to Maninagar (Ahmedabad),7.21,10.0,,0,72.03,1
SRT-B-1978,Alambagh to Charbagh (Lucknow),3.21,10.0,Cloudy,0,50.7,0
SRT-B-1979,Patna Junction to Kankarbagh (Patna),,7.0,Foggy,1,53.77,0
SRT-B-1980,Sector 17 to Mohali (Chandigarh),4.6,4.0,Cloudy,1,41.33,0
SRT-B-1981,Connaught Place to Karol Bagh (Delhi),7.14,3.0,Rainy,1,57.8,0
SRT-B-1982,Andheri East to Andheri West (Mumbai),8.65,2.0,Sunny,1,46.83,0
SRT-B-1983,Salt Lake to Esplanade (Kolkata),5.43,8.0,Rainy,0,62.1,1
SRT-B-1984,MG Road to Whitefield (Bengaluru),2.74,5.0,Sunny,0,29.13,0
SRT-B-1985,T Nagar to Velachery (Chennai),4.7,5.0,Rainy,0,47.67,0
SRT-B-1986,Banjara Hills to Ameerpet (Hyderabad),3.88,9.0,Sunny,1,58.93,0
SRT-B-1987,Station to Adajan (Surat),7.04,4.0,Foggy,0,47.47,0
SRT-B-1988,Vesu to Varachha (Surat),0.8,9.0,,1,48.67,0
SRT-B-1989,Udhna to Pal (Surat),6.45,3.0,Cloudy,0,33.5,0
SRT-B-1990,Rander to Piplod (Surat),7.76,1.0,Cloudy,0,29.87,0
SRT-B-1991,Shivaji Nagar to Hinjewadi (Pune),2.02,4.0,Cloudy,1,32.73,0
SRT-B-1992,Navrangpura to Maninagar (Ahmedabad),6.73,3.0,Cloudy,0,34.43,0
SRT-B-1993,Alambagh to Charbagh (Lucknow),2.92,8.0,Rainy,0,53.73,0
SRT-B-1994,Patna Junction to Kankarbagh (Patna),6.71,2.0,Sunny,0,30.37,0
SRT-B-1995,Sector 17 to Mohali (Chandigarh),1.67,10.0,Sunny,0,45.57,0
SRT-B-1996,Connaught Place to Karol Bagh (Delhi),2.32,4.0,Rainy,0,35.73,0
SRT-B-1997,Andheri East to Andheri West (Mumbai),6.59,9.0,Sunny,0,57.97,0
SRT-B-1998,Salt Lake to Esplanade (Kolkata),6.21,8.0,Sunny,1,62.7,1
SRT-B-1999,MG Road to Whitefield (Bengaluru),5.63,6.0,Foggy,0,50.77,0
SRT-B-2000,T Nagar to Velachery (Chennai),7.71,1.0,Sunny,1,39.7,0
SRT-B-2001,Banjara Hills to Ameerpet (Hyderabad),2.2,3.0,Sunny,1,29.33,0
SRT-B-2002,Station to Adajan (Surat),3.02,3.0,Sunny,0,22.07,0
SRT-B-2003,Vesu to Varachha (Surat),8.17,2.0,Rainy,1,57.23,0
SRT-B-2004,Udhna to Pal (Surat),7.04,6.0,Rainy,1,69.47,1
SRT-B-2005,Rander to Piplod (Surat),2.94,9.0,Rainy,0,57.8,0
SRT-B-2006,Shivaji Nagar to Hinjewadi (Pune),0.74,1.0,Foggy,1,24.47,0
SRT-B-2007,Navrangpura to Maninagar (Ahmedabad),2.03,8.0,Cloudy,0,38.77,0
SRT-B-2008,Alambagh to Charbagh (Lucknow),6.34,9.0,Cloudy,0,57.13,0
SRT-B-2009,Patna Junction to Kankarbagh (Patna),1.65,2.0,Foggy,1,31.5,0
SRT-B-2010,Sector 17 to Mohali (Chandigarh),4.6,1.0,,1,29.33,0
SRT-B-2011,Connaught Place to Karol Bagh (Delhi),7.61,3.0,Sunny,0,-20.0,0
SRT-B-2012,Andheri East to Andheri West (Mumbai),5.76,7.0,Cloudy,1,57.2,0
SRT-B-2013,Salt Lake to Esplanade (Kolkata),8.78,9.0,Sunny,0,65.27,1
SRT-B-2014,MG Road to Whitefield (Bengaluru),1.82,1.0,Cloudy,0,10.07,0
SRT-B-2015,T Nagar to Velachery (Chennai),3.15,2.0,Rainy,0,30.5,0
SRT-B-2016,Banjara Hills to Ameerpet (Hyderabad),8.06,8.0,Rainy,1,80.87,1
SRT-B-2017,Station to Adajan (Surat),6.56,9.0,Cloudy,0,57.87,0
SRT-B-2018,Vesu to Varachha (Surat),5.74,5.0,Sunny,0,39.13,0
SRT-B-2019,Udhna to Pal (Surat),6.17,3.0,Cloudy,1,42.57,0
SRT-B-2020,Rander to Piplod (Surat),7.89,8.0,Cloudy,0,58.3,0
SRT-B-2021,Shivaji Nagar to Hinjewadi (Pune),5.37,1.0,Foggy,0,29.9,0
SRT-B-2022,Navrangpura to Maninagar (Ahmedabad),0.86,3.0,Sunny,0,14.87,0
SRT-B-2023,Alambagh to Charbagh (Lucknow),5.18,3.0,Sunny,1,39.27,0
SRT-B-2024,Patna Junction to Kankarbagh (Patna),6.83,1.0,Cloudy,1,36.77,0
SRT-B-2025,Sector 17 to Mohali (Chandigarh),5.3,9.0,Sunny,1,63.67,1
SRT-B-2026,Connaught Place to Karol Bagh (Delhi),5.41,1.0,Cloudy,0,22.03,0
SRT-B-2027,Andheri East to Andheri West (Mumbai),6.33,4.0,Sunny,1,47.1,0
SRT-B-2028,Salt Lake to Esplanade (Kolkata),1.26,7.0,Sunny,0,32.2,0
SRT-B-2029,MG Road to Whitefield (Bengaluru),0.67,6.0,Rainy,0,38.23,0
SRT-B-2030,T Nagar to Velachery (Chennai),7.63,5.0,Sunny,0,45.43,0
SRT-B-2031,Banjara Hills to Ameerpet (Hyderabad),2.8,10.0,Sunny,1,59.33,0
SRT-B-2032,Station to Adajan (Surat),2.32,10.0,Sunny,1,57.73,0
SRT-B-2033,Vesu to Varachha (Surat),0.87,3.0,,0,14.9,0
SRT-B-2034,Udhna to Pal (Surat),5.28,2.0,Sunny,0,25.6,0
SRT-B-2035,Rander to Piplod (Surat),4.05,7.0,Cloudy,1,51.5,0
SRT-B-2036,Shivaji Nagar to Hinjewadi (Pune),1.94,8.0,Sunny,0,38.47,0
SRT-B-2037,Navrangpura to Maninagar (Ahmedabad),7.92,5.0,Foggy,0,54.4,0
SRT-B-2038,Alambagh to Charbagh (Lucknow),6.12,8.0,,0,52.4,0
SRT-B-2039,Patna Junction to Kankarbagh (Patna),6.73,8.0,Foggy,0,62.43,1
SRT-B-2040,Sector 17 to Mohali (Chandigarh),4.22,4.0,Rainy,0,42.07,0
SRT-B-2041,Connaught Place to Karol Bagh (Delhi),6.1,9.0,Sunny,1,66.33,1
SRT-B-2042,Andheri East to Andheri West (Mumbai),8.05,6.0,Sunny,1,60.83,1
SRT-B-2043,Salt Lake to Esplanade (Kolkata),2.65,2.0,,0,28.83,0
SRT-B-2044,MG Road to Whitefield (Bengaluru),5.68,8.0,Cloudy,1,60.93,1
SRT-B-2045,T Nagar to Velachery (Chennai),7.85,7.0,Cloudy,0,54.17,0
SRT-B-2046,Banjara Hills to Ameerpet (Hyderabad),3.65,9.0,Cloudy,0,48.17,0
SRT-B-2047,Station to Adajan (Surat),4.44,6.0,Sunny,0,38.8,0
SRT-B-2048,Vesu to Varachha (Surat),3.27,7.0,Rainy,1,60.9,1
SRT-B-2049,Udhna to Pal (Surat),6.85,10.0,Cloudy,0,62.83,1
SRT-B-2050,Rander to Piplod (Surat),7.96,8.0,Sunny,0,58.53,0
SRT-B-2051,Shivaji Nagar to Hinjewadi (Pune),7.73,5.0,Cloudy,0,45.77,0
SRT-B-2052,Navrangpura to Maninagar (Ahmedabad),2.29,4.0,Cloudy,1,33.63,0
SRT-B-2053,Alambagh to Charbagh (Lucknow),2.15,6.0,Rainy,1,53.17,0
SRT-B-2054,Patna Junction to Kankarbagh (Patna),,1.0,Sunny,0,10.67,0
SRT-B-2055,Sector 17 to Mohali (Chandigarh),8.88,5.0,Sunny,1,59.6,0
SRT-B-2056,Connaught Place to Karol Bagh (Delhi),7.75,,Sunny,0,37.83,0
SRT-B-2057,Andheri East to Andheri West (Mumbai),5.69,2.0,Sunny,0,26.97,0
SRT-B-2058,Salt Lake to Esplanade (Kolkata),4.84,2.0,Foggy,1,42.13,0
SRT-B-2059,MG Road to Whitefield (Bengaluru),5.27,2.0,Sunny,0,25.57,0
SRT-B-2060,T Nagar to Velachery (Chennai),6.66,,Rainy,1,64.2,1
SRT-B-2061,Banjara Hills to Ameerpet (Hyderabad),1.98,9.0,Sunny,0,42.6,0
SRT-B-2062,Station to Adajan (Surat),1.48,,Sunny,0,20.93,0
SRT-B-2063,Vesu to Varachha (Surat),6.09,3.0,Cloudy,1,42.3,0
SRT-B-2064,Udhna to Pal (Surat),3.69,9.0,Cloudy,0,48.3,0
SRT-B-2065,Rander to Piplod (Surat),0.98,,Cloudy,1,21.27,0
SRT-B-2066,Shivaji Nagar to Hinjewadi (Pune),2.36,6.0,Cloudy,0,31.87,0
SRT-B-2067,Navrangpura to Maninagar (Ahmedabad),0.52,10.0,Cloudy,1,51.73,0
SRT-B-2068,Alambagh to Charbagh (Lucknow),2.94,5.0,Sunny,0,29.8,0
SRT-B-2069,Patna Junction to Kankarbagh (Patna),2.39,,Rainy,0,55.97,0
SRT-B-2070,Sector 17 to Mohali (Chandigarh),2.89,10.0,Sunny,1,59.63,0
SRT-B-2071,Connaught Place to Karol Bagh (Delhi),3.12,10.0,Sunny,1,60.4,1
SRT-B-2072,Andheri East to Andheri West (Mumbai),2.96,2.0,Rainy,0,29.87,0
SRT-B-2073,Salt Lake to Esplanade (Kolkata),8.49,3.0,Cloudy,1,50.3,0
SRT-B-2074,MG Road to Whitefield (Bengaluru),0.53,4.0,Sunny,0,88.85,1
SRT-B-2075,T Nagar to Velachery (Chennai),3.98,10.0,Cloudy,0,53.27,0
SRT-B-2076,Banjara Hills to Ameerpet (Hyderabad),8.04,6.0,Rainy,0,62.8,1
SRT-B-2077,Station to Adajan (Surat),8.53,5.0,Sunny,0,48.43,0
SRT-B-2078,Vesu to Varachha (Surat),4.73,7.0,Sunny,1,53.77,0
SRT-B-2079,Udhna to Pal (Surat),4.55,7.0,Rainy,0,55.17,0
SRT-B-2080,Rander to Piplod (Surat),2.62,4.0,Sunny,0,24.73,0
SRT-B-2081,Shivaji Nagar to Hinjewadi (Pune),7.12,7.0,Rainy,0,63.73,1
SRT-B-2082,Navrangpura to Maninagar (Ahmedabad),8.93,8.0,Sunny,1,71.77,1
SRT-B-2083,Alambagh to Charbagh (Lucknow),1.15,8.0,Sunny,0,35.83,0
SRT-B-2084,Patna Junction to Kankarbagh (Patna),0.82,1.0,Cloudy,1,16.73,0
SRT-B-2085,Sector 17 to Mohali (Chandigarh),,4.0,Sunny,0,30.13,0
SRT-B-2086,Connaught Place to Karol Bagh (Delhi),8.76,,Sunny,1,63.2,1
SRT-B-2087,Andheri East to Andheri West (Mumbai),2.64,1.0,Sunny,1,22.8,0
SRT-B-2088,Salt Lake to Esplanade (Kolkata),1.22,4.0,Rainy,1,42.07,0
SRT-B-2089,MG Road to Whitefield (Bengaluru),5.53,8.0,Sunny,0,-20.0,0
SRT-B-2090,T Nagar to Velachery (Chennai),,6.0,Rainy,0,40.57,0
SRT-B-2091,Banjara Hills to Ameerpet (Hyderabad),5.24,6.0,Foggy,0,49.47,0
SRT-B-2092,Station to Adajan (Surat),3.68,10.0,Foggy,0,60.27,1
SRT-B-2093,Vesu to Varachha (Surat),8.57,7.0,Sunny,1,66.57,1
SRT-B-2094,Udhna to Pal (Surat),7.15,6.0,Cloudy,1,57.83,0
SRT-B-2095,Rander to Piplod (Surat),7.55,,Rainy,0,77.17,1
SRT-B-2096,Shivaji Nagar to Hinjewadi (Pune),2.65,7.0,Cloudy,0,36.83,0
SRT-B-2097,Navrangpura to Maninagar (Ahmedabad),0.67,10.0,Foggy,0,50.23,0
SRT-B-2098,Alambagh to Charbagh (Lucknow),1.13,5.0,Sunny,1,33.77,0
SRT-B-2099,Patna Junction to Kankarbagh (Patna),4.84,1.0,Foggy,1,38.13,0
SRT-B-2100,Sector 17 to Mohali (Chandigarh),6.69,6.0,Sunny,0,46.3,0
SRT-B-2101,Connaught Place to Karol Bagh (Delhi),6.32,8.0,Sunny,0,53.07,0
SRT-B-2102,Andheri East to Andheri West (Mumbai),3.18,3.0,Sunny,1,32.6,0
SRT-B-2103,Salt Lake to Esplanade (Kolkata),1.58,6.0,Foggy,1,47.27,0
SRT-B-2104,MG Road to Whitefield (Bengaluru),5.21,2.0,Sunny,0,25.37,0
SRT-B-2105,T Nagar to Velachery (Chennai),4.32,9.0,,1,72.4,1
SRT-B-2106,Banjara Hills to Ameerpet (Hyderabad),3.01,1.0,Foggy,0,22.03,0
SRT-B-2107,Station to Adajan (Surat),3.53,4.0,Sunny,1,37.77,0
SRT-B-2108,Vesu to Varachha (Surat),0.74,9.0,Cloudy,1,48.47,0
SRT-B-2109,Udhna to Pal (Surat),3.83,,,0,36.77,0
SRT-B-2110,Rander to Piplod (Surat),7.31,,Cloudy,1,58.37,0
SRT-B-2111,Shivaji Nagar to Hinjewadi (Pune),4.68,,Sunny,0,27.6,0
SRT-B-2112,Navrangpura to Maninagar (Ahmedabad),,3.0,Sunny,1,36.37,0
SRT-B-2113,Alambagh to Charbagh (Lucknow),2.36,8.0,Rainy,0,51.87,0
